district_nr,district_name,parent_district_nr,registered_voters_1,registered_voters_2,registered_voters_3,registered_voters_4,votes_1,votes_2,votes_3,votes_4,votes_unvalid_1,votes_unvalid_2,votes_unvalid_3,votes_unvalid_4,votes_valid_1,votes_valid_2,votes_valid_3,votes_valid_4,CDU_1,CDU_2,CDU_3,CDU_4,SPD_1,SPD_2,SPD_3,SPD_4,Linke_1,Linke_2,Linke_3,Linke_4,Gruene_1,Gruene_2,Gruene_3,Gruene_4,CSU_1,CSU_2,CSU_3,CSU_4,FDP_1,FDP_2,FDP_3,FDP_4,AfD_1,AfD_2,AfD_3,AfD_4,Piraten_1,Piraten_2,Piraten_3,Piraten_4,NPD_1,NPD_2,NPD_3,NPD_4,FW_1,FW_2,FW_3,FW_4,Mensch_1,Mensch_2,Mensch_3,Mensch_4,ÖDP_1,ÖDP_2,ÖDP_3,ÖDP_4,Arbeit_1,Arbeit_2,Arbeit_3,Arbeit_4,Bayern_1,Bayern_2,Bayern_3,Bayern_4,Volk_1,Volk_2,Volk_3,Volk_4,Vernunft_1,Vernunft_2,Vernunft_3,Vernunft_4,MLPD_1,MLPD_2,MLPD_3,MLPD_4,Soli_1,Soli_2,Soli_3,Soli_4,Sozialist_1,Sozialist_2,Sozialist_3,Sozialist_4,Rechte_1,Rechte_2,Rechte_3,Rechte_4,ADD_1,ADD_2,ADD_3,ADD_4,Alli_1,Alli_2,Alli_3,Alli_4,berg_1,berg_2,berg_3,berg_4,Grueink_1,Grueink_2,Grueink_3,Grueink_4,Demo_1,Demo_2,Demo_3,Demo_4,DKP_1,DKP_2,DKP_3,DKP_4,Mitte_1,Mitte_2,Mitte_3,Mitte_4,Graue_1,Graue_2,Graue_3,Graue_4,Urbane_1,Urbane_2,Urbane_3,Urbane_4,Garten_1,Garten_2,Garten_3,Garten_4,Welt_1,Welt_2,Welt_3,Welt_4,Huma_1,Huma_2,Huma_3,Huma_4,Gesund_1,Gesund_2,Gesund_3,Gesund_4,V-Partei_1,V-Partei_2,V-Partei_3,V-Partei_4,Bund_C_1,Bund_C_2,Bund_C_3,Bund_C_4,Einheit_1,Einheit_2,Einheit_3,Einheit_4,Violetten_1,Violetten_2,Violetten_3,Violetten_4,Familien_1,Familien_2,Familien_3,Familien_4,Frauen_1,Frauen_2,Frauen_3,Frauen_4,Mieter_1,Mieter_2,Mieter_3,Mieter_4,Neue_Lib_1,Neue_Lib_2,Neue_Lib_3,Neue_Lib_4,Unabh_1,Unabh_2,Unabh_3,Unabh_4,sonstige_1,sonstige_2,sonstige_3,sonstige_4
224,Starnberg – Landsberg am Lech,9,213619,210748,213619,210748,177007,160415,177007,160415,1336,1417,748,904,175671,158998,176259,159511,NA,NA,NA,NA,29309,28955,22333,27131,6993,4405,9605,4754,20863,16615,23112,17066,73946,84080,67511,77657,16892,10082,24950,12277,15597,1312,17450,7931,2024,3581,601,2919,NA,574,269,724,4263,4404,2862,2987,NA,NA,1511,1197,3124,3568,1618,1887,NA,NA,1063,NA,2251,1405,1792,1833,NA,NA,NA,NA,NA,14,NA,147,NA,NA,25,20,NA,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,342,NA,NA,NA,20,NA,NA,NA,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,3,NA,471
225,Traunstein,9,208525,206868,208525,206868,160611,141456,160611,141456,1392,1544,1043,1126,159219,139912,159568,140330,NA,NA,NA,NA,25657,24570,18943,20875,7143,4117,8499,4193,12970,11973,14681,12334,80055,87598,71213,80351,9034,3313,14596,6139,16276,NA,19183,4597,NA,3034,440,2116,NA,NA,345,771,NA,NA,3805,2843,NA,NA,1210,912,3537,3390,1704,1843,NA,NA,787,NA,4547,NA,2921,1808,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,16,18,NA,NA,22,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,230,NA,NA,NA,23,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,NA,941
226,Weilheim,9,166804,165415,166804,165415,134339,119201,134339,119201,1301,1341,779,969,133038,117860,133560,118232,NA,NA,NA,NA,19722,19372,15402,18049,6229,3337,7215,3553,12066,8939,12752,9266,63783,67678,57258,62418,9371,3736,13908,6162,13383,NA,16143,6620,NA,1851,352,1765,NA,1007,227,654,NA,4670,2876,3222,NA,NA,1186,836,4632,3076,2144,2141,NA,NA,724,NA,3852,4194,2219,2576,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,23,35,NA,NA,14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,203,NA,NA,NA,18,NA,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390
227,Deggendorf,9,166659,165957,166659,165957,119459,100308,119459,100308,1067,894,704,779,118392,99414,118755,99529,NA,NA,NA,NA,20612,16066,16916,16700,4955,3024,5892,3367,5342,4450,5528,4370,52167,60975,48183,55877,4707,1950,8968,3810,20438,3205,22765,3985,NA,1418,248,1370,NA,1777,492,1541,6563,4667,4785,4205,NA,NA,923,721,NA,109,825,993,NA,NA,368,NA,3608,1773,2250,1652,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,18,11,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,95,NA,NA,NA,10,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566
228,Landshut,9,249185,246103,249185,246103,192967,167952,192967,167952,1738,1613,1273,1191,191229,166339,191694,166761,NA,NA,NA,NA,25968,27100,25091,26720,6866,4832,9269,5074,12513,13785,13856,11181,75701,96356,75522,89865,16299,5038,19363,7840,24078,NA,28059,6007,NA,3291,613,2605,NA,2169,505,1351,22378,9859,10630,8856,NA,NA,1753,1310,3981,3909,2136,2123,NA,NA,960,NA,3445,NA,2556,2378,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,30,22,NA,NA,23,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,267,NA,NA,NA,30,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660
229,Passau,9,176849,175517,176849,175517,131355,111024,131355,111024,1183,1229,784,909,130172,109795,130571,110115,NA,NA,NA,NA,24611,21558,19710,20349,6246,3541,7357,4139,7248,5693,8393,6590,61835,65598,52937,59369,7900,NA,11918,4945,18328,3451,20968,4320,NA,2069,324,1721,NA,1150,394,1003,NA,3795,3144,3167,NA,NA,1054,804,4004,2940,1692,1834,NA,NA,587,NA,NA,NA,1270,1027,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,15,13,NA,NA,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,134,NA,NA,NA,13,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424
230,Rottal-Inn,9,168564,168478,168564,168478,124323,107566,124323,107566,1266,1268,819,917,123057,106298,123504,106649,NA,NA,NA,NA,17782,17056,15779,16066,4852,2756,5502,2840,6061,5073,6460,5242,55365,65095,52778,62705,8627,2179,11191,4344,18433,3129,20381,3827,NA,58,292,1471,NA,1669,362,1323,6030,5561,4703,3784,NA,NA,1016,740,3131,2950,2005,1793,NA,772,455,NA,2776,NA,1867,1432,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,14,17,NA,NA,19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,99,NA,NA,NA,10,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582
231,Straubing,9,172975,173773,172975,173773,129426,111537,129426,111537,1378,1167,1219,988,128048,110370,128207,110549,NA,NA,NA,NA,21523,19400,17511,17790,4765,2757,5589,3297,4601,3582,5845,4324,60975,67579,53711,63887,5669,2596,10307,4653,19263,3662,23580,4375,NA,1915,281,1627,NA,1858,583,1513,5877,3820,5410,4171,NA,NA,946,688,2748,3201,1645,1939,NA,NA,443,NA,2627,NA,1700,1390,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,19,16,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,95,NA,NA,NA,15,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455
232,Amberg,9,215218,215146,215218,215146,169499,151021,169499,151021,1653,1542,1296,1285,167846,149479,168203,149736,NA,NA,NA,NA,25580,31253,26079,29036,7461,4909,8948,5052,11611,7365,11997,8997,80075,87248,71731,80073,8392,3148,12854,5633,18789,NA,21540,5273,NA,3781,484,2920,NA,2229,669,1586,10184,5722,7103,5681,NA,NA,1535,981,2844,3824,1740,1959,NA,NA,916,NA,1841,NA,1445,1375,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,48,32,NA,NA,22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,182,NA,NA,NA,24,NA,NA,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,1069,NA,NA,NA,NA,NA,NA,534
233,Regensburg,9,252910,248820,252910,248820,198800,171954,198800,171954,1898,1394,1137,1315,196902,170560,197663,170639,NA,NA,NA,NA,32863,37541,28583,32902,11760,5839,13260,6617,18347,14202,20333,15759,78868,82648,74720,82556,12254,6830,17716,7835,23273,6229,25628,7e3,1656,3453,782,3354,NA,1442,424,1280,12922,7799,8374,6886,NA,NA,1697,1261,4599,4184,1940,2571,NA,NA,1358,NA,NA,NA,1378,1320,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,35,33,NA,NA,32,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,287,NA,NA,NA,46,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,613
234,Schwandorf,9,216003,216389,216003,216389,162561,141364,162561,141364,3474,1247,1279,1564,159087,140117,161282,139800,NA,NA,NA,NA,38463,34716,26123,27066,7929,3820,7339,4505,6172,4516,7302,5927,77091,80840,66827,76453,7392,2430,10609,4701,NA,NA,28007,4575,NA,NA,443,2153,NA,2155,646,1705,15496,6524,8277,6858,NA,NA,1280,1020,3624,2152,1386,1527,NA,NA,587,NA,NA,2964,1595,2120,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,31,38,NA,NA,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,141,NA,NA,NA,16,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2920,NA,NA,616
235,Weiden,9,167658,170403,167658,170403,130522,118903,130522,118903,2337,1114,1183,1193,128185,117789,129339,117710,NA,NA,NA,NA,28612,25881,24627,26484,5677,3117,6203,3982,4551,4531,6427,5072,59287,64930,55691,62126,5269,1735,8480,3953,NA,2855,17407,4243,NA,1806,352,1758,NA,1895,495,1909,7295,4165,5061,4259,NA,NA,966,772,1623,1489,964,1098,NA,NA,572,NA,3092,NA,1288,1071,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,23,18,NA,NA,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,95,NA,NA,NA,17,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12779,5385,NA,425
236,Bamberg,9,181535,179923,181535,179923,145235,126869,145235,126869,1101,995,817,920,144134,125874,144418,125949,NA,NA,NA,NA,29474,28794,22530,24924,7504,4365,9350,5143,13196,10283,14280,11267,60675,65723,56141,61546,9364,4252,13774,6073,16603,4222,18394,5211,NA,3025,477,2905,NA,1661,570,1619,4203,3549,3427,3559,NA,NA,1295,964,1939,NA,940,792,NA,NA,1288,NA,823,NA,624,570,NA,NA,NA,NA,NA,NA,NA,131,353,NA,119,60,NA,NA,25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,238,NA,NA,NA,17,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708
237,Bayreuth,9,163610,164828,163610,164828,127225,115659,127225,115659,1067,1187,703,855,126158,114472,126522,114804,NA,NA,NA,NA,26780,29344,23194,26676,5475,3246,7020,3783,8936,7189,9995,7803,58667,63936,53064,56846,8368,3133,11369,5539,11844,3569,13564,4435,NA,2663,372,2192,NA,1392,385,1104,4433,NA,3441,3524,NA,NA,1020,796,NA,NA,532,556,1655,NA,1195,NA,NA,NA,343,398,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,25,24,NA,NA,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,154,NA,NA,NA,16,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644
238,Coburg,9,159613,162587,159613,162587,123215,113159,123215,113159,1523,996,1036,1021,121692,112163,122179,112138,NA,NA,NA,NA,32167,36370,27554,31297,6309,3739,6897,4468,7130,4327,8154,6380,55078,56302,48406,52429,5883,1850,9968,4506,12753,3178,14210,4776,NA,1717,385,1811,582,1771,567,1644,NA,2909,2448,2448,NA,NA,1126,688,1653,NA,638,543,NA,NA,829,NA,NA,NA,238,312,NA,NA,NA,NA,NA,NA,NA,101,137,NA,68,39,NA,NA,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,157,NA,NA,NA,13,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317
239,Hof,9,167279,172085,167279,172085,126945,117057,126945,117057,1092,1078,1154,1188,125853,115979,125791,115869,NA,NA,NA,NA,29640,33146,27776,30817,5553,5206,7186,5566,5935,6396,6989,6244,59181,63895,48772,54357,4718,1512,9889,4381,14897,4133,16606,5063,959,NA,499,2231,NA,1691,564,1438,3363,NA,3295,2585,NA,NA,1285,1020,NA,NA,381,497,1251,NA,1252,NA,NA,NA,344,590,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,37,19,NA,NA,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,147,NA,NA,NA,17,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,204,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581
240,Kulmbach,9,170332,172449,170332,172449,135075,122307,135075,122307,1402,1225,1164,1207,133673,121082,133911,121100,NA,NA,NA,NA,21493,27587,23676,26030,5057,3616,6426,4392,5880,4845,7967,6396,74105,68903,58108,63378,5381,1996,10334,4513,15497,3829,18e3,4800,NA,2212,422,2316,NA,2013,736,2017,4197,3533,3565,3476,NA,NA,1204,889,2063,1430,932,856,NA,NA,999,NA,NA,1118,520,758,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,54,28,NA,NA,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,154,NA,NA,NA,17,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690
241,Ansbach,9,243106,243643,243106,243643,185988,166555,185988,166555,2080,1683,1567,1458,183908,164872,184421,165097,NA,NA,NA,NA,33756,38331,31464,36690,11178,6202,12208,6368,13946,9665,16239,13771,81435,87922,74428,78640,7661,7454,13825,7619,19397,NA,21734,5950,NA,3938,811,3276,NA,2496,805,2008,11981,6705,6252,5208,NA,NA,1569,1114,4233,NA,2131,1848,NA,NA,1204,NA,NA,1522,490,860,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,38,23,NA,NA,21,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,178,NA,NA,NA,30,NA,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,433,NA,239,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,943
242,Erlangen,9,180176,179506,180176,179506,148057,135186,148057,135186,899,863,687,937,147158,134323,147370,134249,NA,NA,NA,NA,30957,35377,25579,32638,8633,5611,11115,5840,16180,11980,19862,15395,62772,65151,52412,55940,8713,2990,14973,7440,11670,4393,13953,5590,1353,3216,678,3311,NA,957,363,917,4229,4079,3236,3684,NA,NA,1165,901,2651,NA,1266,1144,NA,NA,1237,NA,NA,569,282,507,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,66,45,NA,NA,22,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,299,NA,NA,NA,16,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410
243,Fürth,9,254300,253603,254300,253603,198764,178211,198764,178211,1743,1370,1421,1504,197021,176841,197343,176707,NA,NA,NA,NA,45054,47936,37088,44485,13299,7524,15443,8816,19088,14595,20541,16126,78558,86997,69468,75595,10616,3239,17545,8251,20968,5588,23032,7824,NA,4792,858,4148,NA,2246,675,1739,8630,3924,5169,4335,NA,NA,2099,1338,NA,NA,1265,1374,NA,NA,1762,NA,808,NA,631,772,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,54,70,NA,NA,22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,364,NA,NA,NA,49,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097
244,Nürnberg-Nord,9,192214,193031,192214,193031,146205,132674,146205,132674,1282,1053,901,1027,144923,131621,145304,131647,NA,NA,NA,NA,37068,41666,26456,35310,14511,8099,16962,9311,18463,13336,21909,17444,45340,51829,40106,45748,10379,3556,15412,7150,13398,4417,14503,5906,NA,4055,809,4221,NA,1341,316,1061,3058,2134,1824,1909,NA,NA,1590,1032,2342,NA,1254,940,NA,873,2071,NA,NA,NA,251,337,NA,NA,NA,NA,NA,NA,NA,147,364,122,124,149,NA,NA,19,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,450,NA,NA,NA,107,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,547
245,Nürnberg-Süd,9,181809,185799,181809,185799,132085,121814,132085,121814,1410,1157,1107,1239,130675,120657,130978,120575,NA,NA,NA,NA,34621,38942,27467,34363,10772,6038,11640,6948,10163,8165,12166,9705,46511,53519,40882,48881,7632,2192,11199,5087,17270,4498,18679,5737,NA,3056,664,2936,NA,1701,513,1572,3706,2378,2192,2187,NA,NA,1622,890,NA,NA,888,761,NA,NA,1253,NA,NA,NA,360,318,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,66,50,NA,NA,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,263,NA,NA,NA,55,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,670
